v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",,,
ham,Thankyou so much for the call. I appreciate your care.,,,
ham,Your daily text from me ÛÒ a favour this time,,,
ham,Actually i'm waiting for 2 weeks when they start putting ad.,,,
ham,Ok... But bag again..,,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,Free any day but i finish at 6 on mon n thurs...,,,
ham,Of course. I guess god's just got me on hold right now.,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
ham,See? I thought it all through,,,
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,,,
ham,Goin to workout lor... Muz lose e fats... ,,,
ham,No shoot me. I'm in the docs waiting room. :/,,,
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,,,
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,,,
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,,,
ham,Can you do a mag meeting this avo at some point?,,,
ham,Ok. No wahala. Just remember that a friend in need ...,,,
ham,Ok... Thanx... Gd nite 2 Ì_ too...,,,
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",,,
ham,Yo you around? A friend of mine's lookin to pick up later tonight,,,
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",,,
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",,,
ham,Tell rob to mack his gf in the theater,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,,,
ham,Just do what ever is easier for you,,,
ham,Anytime lor...,,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
ham,Yeah my usual guy's out of town but there're definitely people around I know,,,
ham,If you have belive me. Come to my home.,,,
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,,,
ham,Tomarrow final hearing on my laptop case so i cant.,,,
ham,Just wanted to say holy shit you guys weren't kidding about this bud,,,
ham,Are you willing to go for aptitude class.,,,
ham,Hey what how about your project. Started aha da.,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,,,
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
ham,What year. And how many miles.,,,
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,,,
ham,I see the letter B on my car,,,
ham,Yes. Last  practice,,,
ham,"Sorry, I'll call later",,,
ham,Did u see what I posted on your Facebook?,,,
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,
ham,I'm on the bus. Love you,,,
ham,Then dun wear jeans lor...,,,
ham,Ugh my leg hurts. Musta overdid it on mon.,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,,,
ham,You made my day. Do have a great day too.,,,
ham,Omg how did u know what I ate?,,,
ham,That's the way you should stay oh.,,,
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
ham,I am in a marriage function,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
ham,I've sent Ì_ my part..,,,
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,
ham,"Sorry, I'll call later",,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,,,
ham,I remain unconvinced that this isn't an elaborate test of my willpower,,,
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,,,
ham,Send me yetty's number pls.,,,
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,"PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""",,
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",,,
ham,Man this bus is so so so slow. I think you're gonna get there before me,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,Ok lor Ì_ reaching then message me.,,,
ham,"Sorry, I'll call later",,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",,,
ham,You still at grand prix?,,,
ham,Yup... From what i remb... I think should be can book... ,,,
ham,Did u fix the teeth?if not do it asap.ok take care.,,,
ham,I have gone into get info bt dont know what to do,,,
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,,,
ham,Dad went out oredi... ,,,
ham,Mathews or tait or edwards or anderson,,,
ham,What happen to her tell the truth,,,
ham,Chk in ur belovd ms dict,,,
ham,Hi:)cts employee how are you?,,,
ham,My drive can only be read. I need to write,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",,,
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,,
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),,,
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,,,
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,,,
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,,,
ham,I just saw ron burgundy captaining a party boat so yeah,,,
ham,He also knows about lunch menu only da. . I know,,,
ham,ÌÏ dun wan to watch infernal affair?,,,
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,,,
ham,Erm. I thought the contract ran out the4th of october.,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,How is it possible to teach you. And where.,,,
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
ham,Wah lucky man... Then can save money... Hee...,,,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
ham,And maybe some pressies,,,
ham,Well you told others you'd marry them...,,,
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",,,
ham,You still around? Looking to pick up later,,,
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",,,
ham,Dear umma she called me now :-),,,
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,,,
ham,Dare i ask... Any luck with sorting out the car?,,,
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,,,
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",,,
ham,I'm in office now da:)where are you?,,,
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,Wewa is 130. Iriver 255. All 128 mb.,,,
ham,Wow v v impressed. Have funs shopping!,,,
ham,Why she wants to talk to me,,,
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,,,
ham,S.this will increase the chance of winning.,,,
ham,Great. Have a safe trip. Dont panic surrender all.,,,
ham,what is your account number?,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,,,
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
ham,Re your call; You didn't see my facebook huh?,,,
ham,No probably  &lt;#&gt; %.,,,
ham,Am also doing in cbe only. But have to pay.,,,
ham,Yup having my lunch buffet now.. U eat already?,,,
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
ham,You're right I have now that I think about it,,,
ham,Don no da:)whats you plan?,,,
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,,
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,,,
ham,"I want to show you the world, princess :) how about europe?",,,
ham,Didn't you get hep b immunisation in nigeria.,,,
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
ham,Good evening! this is roger. How are you?,,,
ham,Moji i love you more than words. Have a rich day,,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
ham,Where r e meeting tmr?,,,
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,,,
ham,If we win its really no 1 side for long time.,,,
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",,,
ham,Gud mrng dear hav a nice day,,,
ham,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",,,
ham,With my sis lor... We juz watched italian job.,,,
ham,Not course. Only maths one day one chapter with in one month we can finish.,,,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
ham,Speaking of does he have any cash yet?,,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,,,
ham,That's y we haf to combine n c how lor...,,,
ham,Maybe you should find something else to do instead???,,,
ham,So the sun is anti sleep medicine.,,,
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,,,
ham,K tell me anything about you.,,,
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
ham,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,,,
ham,Ok...,,,
ham,And miss vday the parachute and double coins??? U must not know me very well...,,,
